,评论
99,针对如何打消家长对职教本科的顾虑，实现高质量发展，中国官媒《光明日报》今天发表署名文章引述专家指出，职业本科院校的标签，不能仅是相关院校招生宣传的噱头和资本，职教本科要精练内功，积极培育健康的专业生态系统，增强专业的可持续发展能力，实现专业教育与通识教育、专业教育与创业教育的有机融合。文章说，，随着高校陆续开学，读“职教本科”不再是“没考好”的次选。但是，不少职教本科学生也坦言，家长们依然不能“自豪地说出孩子的学校”。职教本科的建设与发展，是家长担忧的地方。文章引述天津大学教育学院副院长潘海生指出，“职业本科教育的发展既要避免对普通本科的简单模仿，也要避免对于现有高等职业教育的‘路径依赖’。如何避免职业本科成为职业教育和本科教育机械相加的产物，实现内涵与特色发展，是当前职业本科院校需要重视的问题。”浙江省现代职业教育研究中心副研究员王亚南提醒说：“当前我国本科职业教育发展尚处试点阶段，院校设置标准、专业教学标准、师资标准、学位授予标准等关键制度元素都处于缺乏的状态。”“如若没有完备的制度体系作为支撑，势必将造成本科职业教育发展停留于试点层面，而无法最终成为我国教育体系的重要构成。”南京工业职业技术大学党委书记吴学敏说：“关键在转变”，职教本科的培养定位要向创新型技术技能人才转变提升，要将这一定位落实到各个专业的人才培养目标和培养规格之中，把培养定位转化为知识、素质和能力要求，转化为课程标准、教学内容和质量标准；同时，按照能力导向、课程结构模块化和“专创融合”思路，重构培养方案和课程体系，对课堂教学、实践教学和创新活动等进行一体化设计。“与此同时，单纯的‘双师型’已不能满足创新型技术技能人才培养的需求，应该同步向专家型双师转变提升。”吴学敏指出，这既是关键问题、也是难点问题，需要综合施策，全方位推进。“更需要的是，职业本科院校的标签，不能仅成为相关院校招生宣传的噱头和资本。”天津大学教育学院副研究员宋亚峰认为，职教本科要精练内功，积极培育健康的专业生态系统，增强专业的可持续发展能力。“对单个专业而言，首先应科学设定专业培养目标，实现专业教育与通识教育、专业教育与创业教育的有机融合。还应积极借鉴国际应用型人才培养标准，例如《华盛顿协议》《悉尼协议》等工程教育国际认证体系。同时，也应积极培养高素质高水平的专业带头人和师资队伍，加强课程建设和教学方式变革。对专业群体而言，应积极搭建各类平台，促进本专科专业的有效对接和差异化发展，促进专业之间的交叉融合，发挥专业群的协同集成效应，精准对接区域经济产业结构与支柱产业。同时也要做好规模与质量、热点与特色之间的抉择，合理配置各类资源，‘重点专业重点投入，一般专业一般投入，特色专业特色投入，淘汰专业停止投入’，重点打造各自的品牌专业与特色专业，维护专业生态系统的多样性。”
100,见义勇为，顶着歹徒雪亮的钢刀冲上去，好不好？用问卷调查数据摆弄下模型肯定也是一片红心向太阳，能把人眼闪瞎。确实是好事，我也知道是好事，大家也都赞同，可谁还没一两回埋汰过自己就一傻子呢？体育四项计入中考分数，全面发展。艺术多项计入中考分数，全面发展。暑假谁不报游泳，音乐，画画班？一学期只考二次，不排名，不通报，不计分，每天只做一小时家庭作业，我真不反对。能不能中考时，英语考考默写8个字母，语文考考一二三四五，上山打老虎；数学就三三乘法口诀表；升学考试出题时你要从上下五千年，东半球到西半球的的纸堆里找石头砸学生的文化修养；你要圈圈套角角考思维，长串串考计算，繁复分步走考细心。难道钱真是鸟枪打来的，不是辛苦挣来的？
101,这把火真周到，连满意度都想到了，而且雷厉风行！我怎能不服。
102,常规操作罢了。统计学老师压力很大，不敢做过多评论。这里贴一个去年写的，讲美国大选民调失真的文章好了！2020年美国大选投票计票开始，拜登264:214领先，离胜选仅差1州，对此你怎么看？
103,教育产业归根结底是为会员与家长服务。随着“双减”政策调整，学科教育涌向素质教育赛道，新一波素质赛道红海残阳如血，各家机构势必将迎来一波市场血拼与价格大战。但不管机构内部如何调整，如果能通过市场机制调节，在产品和价格上最终让孩子与家长受益、让民智渐开，就算没白折腾。
104,101%又怎样？他们高兴就好。
105,关于教育这么多回答我还是坚持认为，教育最重要的是培养对国家有用的人才，促进国家和社会的发展与进步。这是目的，至于手段怎么样，双减也好，双加也好，国家自有判断。但是真的不能因为减负而减负。为了引导孩子正确的学习方式，正确的成长环境而减负才是对的。还有就是“尽量“公平的环境。你减他不减怎么办？我在说个其他引起争议的话题，在禁了一切校外辅导，在双减之后，是不是高级知识分子的子女更容易获得对自己有利的前途？难道要禁止父母辅导？你难道要每家按监控？难道九品中正制要回归主流？任何决策要适度，不能太重也不能太轻。总之胡萝卜加大棒一个不能少。不能导致极左后果也不能导致极右后果。教育问题关系到一个民族一个国家的未来。要慎重对待。
106,减负有点魔怔了，好像学习语数外物理化，就跟原罪一样。
107,为什么没问我？我就不满意。去年孩子上一年级，每天都有明确的书面和阅读作业。语文、数学、英语都安排得明明白白。每天学了什么，回家要检查什么都清清楚楚。感觉心里很踏实。今年二年级开学，老师说没有书面作业了。老师连回家要做什么也不安排了。第一周，孩子回家就光玩儿。第二周开始忍不了了，只能自己去买了学习资料，让孩子做，还要去想办法搞清楚老师的教学进度，免得练习和上课脱节。事儿一点儿没少，心里却一点儿不踏实。看看美国现在那一帮愚蠢至极的老百姓，疫情之下像没头苍蝇一样，这就是教育减负的结果！我不知道教育部的同志们有没有认真想过我们这个民族的未来？这次减负的初衷应该是减轻家庭的教养负担，而不是降低学生的学习标准。学习标准是不应该降低的，除非国家不想搞产业升级，而准备搞产业降级。减轻家庭教养负担的关键是把家长从辅导孩子作业和送孩子去辅导班当中解脱出来。这恰恰需要老师布置更多的、明确的书面作业并认真批复和讲解。同时，最好的降低家长教养负担的办法就是延长孩子在学校的时间。而这些措施，基本我都没有见到。家长教育焦虑的根源不在教育本身，不在高考或者考研，而在于社会上的贫富差距。现在的问题是，极少数人获得极高的收入，少数人获得比较满意的收入，大多数人只是勉强够生活。大多数人的生活，必须在精神和物质上做取舍：要么单身或与伴侣分离，要么忍受贫穷，甚至两个都要选。只要这个社会贫富差距的问题不解决，教育焦虑就永远存在。在学校搞减负，只能是糊弄人。
108,自己调查自己，当然得满意。毕竟自己说自己的人还是少见。
109,肯定有用而且实用。反正最后选拔出的人才是根据比例来的，干嘛要那么卷。博士这种段位的人卷起来还能逼出来部分研究成果，中学大学卷起来能有什么，提前掏空学生的身体吗，为了本来98分的学生考到99分？说真的，没意义。不过在知乎想得到认可不太可能。因为平台缘故，B乎上的人不管有钱没钱都认为自己属于中层。这波决策砍的就是中层，不让继续卷了。中层自然不会满意。
